Gene_acc,Gene_id,WT1,WT2,WT3,Plus1,Plus2,Plus3,Desc
3016,Tb927.10.5470,45839.0,62359.0,53067.0,65190.0,63911.0,65067.0,"hypothetical protein, conserved"
3017,Tb927.9.9030,50909.0,56486.0,54797.0,57599.0,54497.0,54123.0,"hypothetical protein, conserved"
3018,Tb927.9.7540,244240.0,279370.0,257790.0,241520.0,235840.0,243680.0,"cysteine peptidase, Clan CA, family C2, putative"
3019,Tb927.10.14770,877880.0,1007100.0,901180.0,1023500.0,1003500.0,977850.0,Associated kinase of Tb14-3-3
3020,Tb927.8.4840,125210.0,147370.0,130500.0,154030.0,150720.0,150360.0,"kinesin, putative"
3021,Tb927.6.740,460040.0,524150.0,482620.0,526490.0,514390.0,519970.0,"ATP-dependent DEAH-box RNA helicase, putative"
3022,Tb927.9.4920,44159.0,50504.0,46391.0,51712.0,51752.0,49080.0,"hypothetical protein, conserved"
3023,Tb927.5.3600,462410.0,525030.0,481820.0,556500.0,541590.0,535480.0,"ATP-dependent DEAD/H RNA helicase, putative"
3024,Tb927.8.3960,30100.0,33310.0,32579.0,28575.0,26469.0,27025.0,"hypothetical protein, conserved"
3025,Tb927.4.3040,205660.0,234400.0,219250.0,269620.0,275140.0,266580.0,Enriched in surface-labeled proteome protein 11
3026,Tb927.11.10410,28153.0,33144.0,30628.0,33223.0,35342.0,34178.0,"Cornichon protein, putative"
3027,Tb927.2.830,339770.0,371620.0,347320.0,344490.0,345300.0,339500.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
3028,Tb927.9.1660,92266.0,110390.0,97920.0,110180.0,100300.0,103780.0,"hypothetical protein, conserved"
3029,Tb927.2.3930,248150.0,267740.0,252440.0,277040.0,286830.0,282470.0,dna replication licensing factor mcm3
3030,Tb927.3.2710,141970.0,160510.0,146380.0,169720.0,182670.0,174860.0,6-phosphofructo-2-kinase 2
3031,Tb927.4.2040,110580.0,129430.0,118040.0,123830.0,128880.0,132410.0,DNA/RNA-binding protein Alba 3
3032,Tb927.10.11430,12095.0,14324.0,14827.0,16905.0,17519.0,18307.0,"hypothetical protein, conserved"
3033,Tb927.6.3020,132460.0,148890.0,137180.0,134360.0,133470.0,133950.0,"hypothetical protein, conserved"
3034,Tb927.11.4030,694720.0,796240.0,739330.0,943680.0,916090.0,926110.0,"hypothetical protein, conserved"
3035,Tb927.11.9580,73590.0,83644.0,73447.0,74578.0,73042.0,76637.0,"hypothetical protein, conserved"
3036,Tb927.7.7460,736630.0,835940.0,765940.0,908380.0,896920.0,896110.0,"hypothetical protein, conserved"
3037,Tb927.11.1990,1161500.0,1327700.0,1219400.0,1420200.0,1427500.0,1419400.0,"arginyl-tRNA synthetase, putative"
3038,Tb927.4.630,168500.0,186340.0,180230.0,199330.0,202090.0,196580.0,MICOS complex subunit MIC34
3039,Tb927.11.11780,298950.0,340540.0,324720.0,337830.0,336750.0,339880.0,"acyl-CoA dehydrogenase, putative"
3040,Tb927.3.2410,89119.0,101930.0,90450.0,90096.0,90992.0,95652.0,Peroxisome biogenesis factor 10
3041,Tb927.9.5410,417890.0,476710.0,436000.0,521830.0,509380.0,510300.0,"hypothetical protein, conserved"
3042,Tb927.5.1270,141510.0,161900.0,150360.0,150090.0,152890.0,158370.0,Acidic leucine-rich nuclear phosphoprotein 32 family member
3043,Tb927.7.6690,50842.0,57876.0,56866.0,78693.0,81426.0,86615.0,"Trypanosoma specific protein, unknown function"
3044,Tb927.11.5250,222490.0,254020.0,226110.0,256260.0,250700.0,252840.0,"hypothetical protein, conserved"
3045,Tb927.9.10200,81011.0,98897.0,88818.0,89497.0,86451.0,85982.0,"hypothetical protein, conserved"
3046,Tb927.6.630,319600.0,358590.0,330940.0,415850.0,397640.0,403080.0,"hypothetical protein, conserved"
3047,Tb927.6.2800,136180.0,153260.0,137290.0,144480.0,140400.0,143720.0,"hypothetical protein, conserved"
3048,Tb927.9.10690,420110.0,481310.0,450610.0,506320.0,508570.0,505490.0,"Protein of unknown function (DUF2009), putative"
3049,Tb927.3.2320,155720.0,171450.0,159030.0,173280.0,172100.0,175100.0,"COP9 signalosome complex subunit 2, putative"
3050,Tb927.6.4210,385010.0,415310.0,393690.0,504100.0,501530.0,496470.0,"aldehyde dehydrogenase, putative"
3051,Tb927.10.15570,124880.0,144170.0,140530.0,140010.0,146260.0,135570.0,"transcription factor IIa, putative"
3052,Tb927.4.1740,269920.0,302930.0,277900.0,340860.0,330790.0,333540.0,Component of motile flagella 41
3053,Tb927.8.7090,302390.0,356270.0,327240.0,348680.0,355610.0,354910.0,"Component of IIS longevity pathway SMK-1, putative"
3054,Tb927.11.9540,324850.0,373630.0,349540.0,344600.0,336850.0,344150.0,"hypothetical protein, conserved"
3055,Tb927.10.370,86183.0,97616.0,92277.0,93252.0,97922.0,98122.0,"calcineurin B subunit, putative"
3056,Tb927.7.7290,223510.0,240220.0,230420.0,249070.0,248250.0,250150.0,"COG4 transport protein, putative"
3057,Tb927.6.2130,240120.0,274600.0,257870.0,280020.0,290810.0,283110.0,"nuclear movement protein, putative"
3058,Tb927.5.1500,9524.9,11164.0,9719.4,11420.0,10918.0,11121.0,"hypothetical protein, conserved"
3059,Tb927.9.9090,284650.0,324160.0,306750.0,327890.0,327590.0,330370.0,"WD domain, G-beta repeat, putative"
3060,Tb927.10.13580,174590.0,204450.0,180850.0,194820.0,200760.0,190580.0,"major facilitator superfamily protein (MFS), putative"
3061,Tb927.8.1300,119880.0,141440.0,129600.0,132080.0,126800.0,136920.0,"hypothetical protein, conserved"
3062,Tb927.1.3560,86727.0,112720.0,91949.0,99349.0,97927.0,103100.0,"Centrosomal protein of 164 kDa, putative"
3063,Tb927.2.4900,77496.0,89749.0,84637.0,99759.0,103480.0,97510.0,"hypothetical protein, conserved"
3064,Tb927.9.2050,45297.0,54102.0,47337.0,50526.0,50455.0,52608.0,"membrane protein YIP1, putative"
3065,Tb927.11.11580,96582.0,104710.0,107360.0,121620.0,122880.0,114290.0,"hypothetical protein, conserved"
3066,Tb927.10.11930,541040.0,572650.0,537010.0,597040.0,602700.0,584920.0,beta-D-hydroxybutyrate dehydrogenase
3067,Tb927.3.2280,99328.0,120420.0,103670.0,128790.0,125310.0,130250.0,"vacuolar sorting protein 33 , putative"
3068,Tb927.5.3230,499900.0,576240.0,529960.0,558950.0,555000.0,563350.0,"hypothetical protein, conserved"
3069,Tb927.11.3410,58804.0,70120.0,62666.0,71947.0,69111.0,68169.0,"hypothetical protein, conserved"
3070,Tb927.11.12640,318530.0,357140.0,330970.0,323820.0,322640.0,327950.0,"PH domain containing protein, putative"
3071,Tb927.10.14520,238740.0,280760.0,258600.0,286960.0,295310.0,284030.0,Basal body protein
3072,Tb927.5.2850,506820.0,573010.0,533870.0,543830.0,538970.0,541220.0,"radial spoke protein RSP2, putative"
3073,Tb927.10.2380,697730.0,782850.0,731420.0,841900.0,826530.0,832280.0,"Tetratricopeptide repeat, putative"
3074,Tb11.02.5360b,48777.0,49871.0,50678.0,70668.0,63661.0,64169.0,"hypothetical protein, conserved"
3075,Tb927.7.2790,585600.0,648590.0,598730.0,636900.0,633090.0,626230.0,Component of motile flagella 10
3076,Tb927.2.5230,71139.0,77429.0,75771.0,84468.0,82493.0,87416.0,"CAMK family pseudokinase, putative"
3077,Tb927.11.13760,75915.0,82395.0,78449.0,75371.0,75747.0,78253.0,"hypothetical protein, conserved"
3078,Tb927.5.2060,228320.0,288350.0,248900.0,332080.0,326880.0,353340.0,Cell division cycle 5-like protein
3079,Tb927.10.240,508450.0,570030.0,512180.0,522220.0,508820.0,506610.0,"peroxin 14, putative"
3080,Tb927.8.4940,334100.0,379140.0,352080.0,381440.0,412110.0,372290.0,"hypothetical protein, conserved"
3081,Tb927.2.560,526780.0,592690.0,534890.0,595020.0,560160.0,561590.0,"retrotransposon hot spot protein 4 (RHS4), putative"
3082,Tb927.11.10760,1219300.0,1361200.0,1274400.0,1519200.0,1442300.0,1523200.0,kinesin-D
3083,Tb927.7.6450,110860.0,130020.0,120580.0,125530.0,133030.0,127040.0,"tRNA-dihydrouridine synthase 3, putative"
3084,Tb927.3.2700,83801.0,91157.0,84967.0,102670.0,102470.0,104190.0,"hypothetical protein, conserved"
3085,Tb927.6.2040,44586.0,51851.0,49216.0,44649.0,43658.0,46766.0,"nitrate reductase, putative"
3086,Tb927.6.3310,429870.0,497380.0,451470.0,486090.0,463270.0,462710.0,"cysteine peptidase, Clan CA, family C2, putative"
3087,Tb927.7.2070,404550.0,443420.0,418450.0,464540.0,454610.0,454250.0,"heat shock protein DNAJ, putative"
3088,Tb927.10.6640,440410.0,494810.0,446890.0,507820.0,500270.0,494140.0,transmembrane emp24 domain-containing protein
3089,Tb927.11.4930,85772.0,98145.0,90117.0,115720.0,112350.0,110720.0,"Phosducin, putative"
3090,Tb927.11.435,113700.0,135750.0,114600.0,138610.0,130290.0,136030.0,hypothetical protein
3091,Tb927.11.16050,417290.0,481390.0,437800.0,442850.0,431500.0,435290.0,"CS domain/TPR repeat, putative"
3092,Tb927.10.9890,617960.0,688800.0,629790.0,648850.0,648180.0,639860.0,"hypothetical protein, conserved"
3093,Tb927.10.2370,967360.0,1086800.0,983640.0,1420600.0,1400600.0,1377500.0,"Lupus La protein homolog, putative"
3094,Tb927.11.10870,108970.0,126500.0,110120.0,125010.0,126720.0,122800.0,32 kDa ER-associated protein
3095,Tb927.7.7150,18810.0,24040.0,22242.0,19242.0,19879.0,20688.0,"hypothetical protein, conserved"
3096,Tb927.5.950,264670.0,294930.0,278040.0,289350.0,299540.0,282650.0,"monothiol glutaredoxin, putative"
3097,Tb927.11.6280,482560.0,549120.0,507820.0,506550.0,511460.0,508320.0,pyruvate phosphate dikinase
3098,Tb927.11.6310,85609.0,93640.0,91623.0,98057.0,102290.0,104280.0,"hypothetical protein, conserved"
3099,Tb927.10.14180,457650.0,513010.0,487200.0,520600.0,521420.0,532060.0,protein transport protein SEC13
3100,Tb927.4.5230,7837.7,9410.3,7728.0,8969.2,8617.3,9666.1,"hypothetical protein, conserved"
3101,Tb927.8.2380,865160.0,956710.0,866190.0,1023300.0,1004500.0,1005800.0,"ABC transporter, putative"
3102,Tb927.8.5780,193520.0,216040.0,199130.0,228400.0,225480.0,223860.0,"phosphatase of regenerating liver-type phosphatase, putative"
3103,Tb927.5.780,319040.0,371270.0,327960.0,387230.0,381810.0,376580.0,"hypothetical protein, conserved"
3104,Tb927.5.3450,974560.0,1120000.0,1025500.0,1172300.0,1160000.0,1156800.0,"eukaryotic translation initiation factor eIF2A, putative"
3105,Tb927.11.11500,48605.0,55176.0,52590.0,53523.0,51088.0,53662.0,"cyclin dependent kinase-binding protein, putative"
3106,Tb927.10.3570,437130.0,510850.0,473020.0,570390.0,553770.0,570570.0,RNA editing exonuclease 2
3107,Tb927.10.14070,107960.0,125710.0,116080.0,138630.0,133040.0,139950.0,mevalonate diphosphate decarboxylase
3108,Tb927.1.3250,534070.0,609180.0,573130.0,616080.0,624000.0,612160.0,"Domain of unknown function (DUF4456), putative"
3109,Tb927.7.2160,333090.0,385080.0,360130.0,511100.0,502850.0,497160.0,"hypothetical protein, conserved"
3110,Tb927.10.7100,55156.0,54394.0,54048.0,82306.0,77317.0,75740.0,delta-4 fatty acid desaturase
3111,Tb927.3.2470,431950.0,473310.0,453440.0,485760.0,480410.0,469910.0,Pumilio homology domain family member 8
3112,Tb927.5.2800,119470.0,134630.0,129900.0,135900.0,145650.0,144110.0,"Beta-lactamase superfamily domain containing protein, putative"
3113,Tb927.3.4260,273250.0,324330.0,283660.0,250640.0,245640.0,244610.0,Acetyl-CoA hydrolase
3114,Tb927.10.3750,229120.0,268650.0,250200.0,239220.0,245880.0,235480.0,"Endonuclease/Exonuclease/phosphatase family, putative"
3115,Tb927.9.14280,200140.0,233170.0,227640.0,261350.0,255260.0,255060.0,"hypothetical protein, conserved"
3116,Tb927.11.6660,368780.0,405950.0,395530.0,442710.0,441390.0,444340.0,"Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative"
3117,Tb927.3.3870,103640.0,109460.0,107320.0,113750.0,114830.0,111240.0,"lipase domain protein, putative"
3118,Tb927.7.1710,187480.0,208130.0,193870.0,213540.0,210630.0,207110.0,"eukaryotic peptide chain release factor subunit 1, putative"
3119,Tb927.7.1310,830960.0,935260.0,855630.0,971540.0,969140.0,961570.0,"hypothetical protein, conserved"
3120,Tb927.9.11150,443130.0,509550.0,472520.0,526750.0,522580.0,511420.0,"hypothetical protein, conserved"
3121,Tb927.4.2400,543160.0,615250.0,581370.0,642440.0,649000.0,632080.0,"hypothetical protein, conserved"
3122,Tb927.2.4210,1805000.0,2027300.0,1854400.0,2029500.0,2004500.0,1991600.0,"Phosphoenolpyruvate carboxykinase [ATP], glycosomal"
3123,Tb927.3.3120,238470.0,264990.0,255570.0,269990.0,275380.0,274000.0,"hypothetical protein, conserved"
3124,Tb11.v5.0735,26376.0,31067.0,30111.0,28440.0,30064.0,29480.0,"hypothetical protein, conserved"
3125,Tb927.10.9900,368080.0,419440.0,386610.0,457210.0,447340.0,453090.0,"ABC1 protein, putative"
3126,Tb927.10.11150,155660.0,179000.0,158340.0,162640.0,165360.0,162640.0,"hypothetical protein, conserved"
3127,Tb927.3.5040,139530.0,156710.0,146490.0,172950.0,173300.0,164510.0,"hypothetical protein, conserved"
3128,Tb927.10.390,246240.0,273400.0,250040.0,274380.0,274970.0,273270.0,"DUF2407 ubiquitin-like domain containing protein, putative"
3129,Tb927.8.6370,11802.0,13999.0,12718.0,13115.0,13397.0,13481.0,Flagellar pocket collar protein 4
3130,Tb927.11.5020,589030.0,632420.0,615500.0,789610.0,787050.0,778520.0,"hypothetical protein, conserved"
3131,Tb927.11.15730,367250.0,424970.0,384140.0,364990.0,364330.0,363070.0,"cyclic nucleotide-binding domain containing protein, putative"
3132,Tb927.10.5210,101310.0,111380.0,102980.0,117560.0,119420.0,121990.0,TFIIH basal transcription factor subunit
3133,Tb927.8.780,109410.0,122170.0,117330.0,115290.0,119180.0,125220.0,"hypothetical protein, conserved"
3134,Tb927.4.1300,1553500.0,1786100.0,1637600.0,1934600.0,1907700.0,1954700.0,"amidinotransferase, putative"
3135,Tb927.7.300,295360.0,344800.0,309110.0,370050.0,362010.0,361420.0,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
3136,Tb927.10.3310,553670.0,610970.0,581150.0,575870.0,559030.0,570260.0,Component of motile flagella 76b
3137,Tb927.9.10170,42440.0,43913.0,42332.0,37447.0,37730.0,42831.0,anaphase-promoting complex subunit 11
3138,Tb927.3.5020,914360.0,1031600.0,970730.0,1202100.0,1198500.0,1183000.0,Flagellar Member 6
3139,Tb927.6.3590,83147.0,91779.0,88166.0,89086.0,88423.0,89812.0,"hypothetical protein, conserved"
3140,Tb927.4.1480,435630.0,492550.0,435830.0,466070.0,452120.0,458920.0,DNA cross-link repair protein pso2/snm1
3141,Tb927.9.12000,176480.0,197050.0,188310.0,255930.0,256000.0,250530.0,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
3142,Tb927.11.3120,696560.0,786000.0,723620.0,879040.0,851370.0,853600.0,nucleolar GTP-binding protein 1
3143,Tb927.11.15120,299920.0,349070.0,310410.0,344100.0,335840.0,340970.0,"hypothetical protein, conserved"
3144,Tb927.11.13500,2305400.0,2577600.0,2354700.0,2389800.0,2367300.0,2317500.0,par1
3145,Tb927.9.9670,371620.0,441800.0,406400.0,425860.0,409000.0,424880.0,"proteasome alpha 1 subunit, putative"
3146,Tb927.6.1950,584130.0,602530.0,553140.0,618070.0,609790.0,597120.0,"N-acetyltransferase B complex (NatB) non catalytic subunit, putative"
3147,Tb927.6.4410,153470.0,185510.0,164630.0,159480.0,152900.0,164470.0,S-adenosylmethionine decarboxylase
3148,Tb927.5.840,384200.0,439060.0,423340.0,551110.0,535940.0,558470.0,Nucleolar protein 111
3149,Tb927.9.4530,62850.0,74079.0,67964.0,77109.0,72334.0,74450.0,"hypothetical protein, conserved"
3150,Tb927.11.16350,75008.0,82685.0,79620.0,76686.0,77604.0,77374.0,"hypothetical protein, conserved"
3151,Tb11.v5.0616,919210.0,1039300.0,940940.0,1182300.0,1158600.0,1133600.0,"paraflagellar rod protein, putative"
3152,Tb927.10.6540,36969.0,50125.0,41209.0,49723.0,45613.0,52731.0,"kinetoplastid-specific phospho-protein phosphatase, putative"
3153,Tb927.11.11390,37593.0,43459.0,41461.0,32606.0,32230.0,33674.0,"2OG-Fe(II) oxygenase superfamily, putative"
3154,Tb927.4.4100,29407.0,40465.0,30553.0,36237.0,37294.0,36324.0,"hypothetical protein, conserved"
3155,Tb927.8.3280,190020.0,206460.0,193900.0,200410.0,193220.0,195910.0,"Beta-lactamase superfamily domain containing protein, putative"
3156,Tb927.8.8000,525040.0,587340.0,525190.0,582380.0,577770.0,581560.0,"hypothetical protein, conserved"
3157,Tb927.10.5380,1932600.0,2194400.0,1978000.0,2048400.0,2014000.0,2006000.0,intraflagellar transport protein 122
3158,Tb927.4.4090,9877.7,11641.0,10947.0,13663.0,11104.0,10275.0,"hypothetical protein, conserved"
3159,Tb927.11.9970,147890.0,167390.0,148810.0,178380.0,174110.0,174240.0,"Small acidic protein family, putative"
3160,Tb927.5.730,5627.3,6350.2,5872.4,10766.0,8797.5,10650.0,hypothetical protein
3161,Tb927.9.2160,21165.0,22955.0,22219.0,25966.0,30135.0,28296.0,"hypothetical protein, conserved"
3162,Tb927.10.5540,117960.0,124970.0,121690.0,128430.0,128950.0,125130.0,"hypothetical protein, conserved"
3163,Tb927.5.2270,257020.0,295800.0,269350.0,300860.0,298120.0,291040.0,Component of motile flagella 44
3164,Tb927.11.5100,204480.0,230450.0,211640.0,250420.0,232770.0,247540.0,"hypothetical protein, conserved"
3165,Tb927.4.2060,926420.0,1078100.0,938500.0,947420.0,933760.0,946930.0,Flagellum attachment zone protein 8
3166,Tb11.v5.0364,83176.0,93532.0,83634.0,118740.0,121980.0,114640.0,"hypothetical protein, conserved"
3167,Tb927.8.6500,5211.1,6009.2,5875.3,7564.6,6689.0,8534.2,"cell division cycle protein 20, putative"
3168,Tb927.3.2660,193580.0,218020.0,216290.0,273130.0,269050.0,272760.0,"TatD related DNase, putative"
3169,Tb927.3.2310,460360.0,554060.0,485200.0,632870.0,607420.0,624510.0,parkin coregulated gene protein
3170,Tb927.10.12980,276700.0,315510.0,289560.0,328230.0,336110.0,339570.0,"Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative"
3171,Tb927.11.8190,147180.0,167660.0,153200.0,158250.0,145570.0,150790.0,DNA repair protein RAD51
3172,Tb927.3.5010,641690.0,701980.0,638220.0,725770.0,706850.0,831350.0,"hypothetical protein, conserved"
3173,Tb927.10.2700,628770.0,719880.0,675910.0,798230.0,795540.0,808530.0,predicted WD40 repeat protein
3174,Tb927.11.15310,269170.0,309470.0,301650.0,317070.0,319790.0,314740.0,"hypothetical protein, conserved"
3175,Tb927.5.3630,77354.0,89456.0,80928.0,82799.0,86337.0,85294.0,"hypothetical protein, conserved"
3176,Tb927.5.1550,64115.0,68941.0,66986.0,66404.0,66866.0,64706.0,mitochondrial carrier protein
3177,Tb927.3.780,336640.0,378020.0,337400.0,386800.0,375890.0,377510.0,proteasome alpha 7 subunit
3178,Tb927.9.13320,357760.0,404850.0,374860.0,443710.0,430000.0,426020.0,"hypothetical protein, conserved"
3179,Tb927.9.10970,127190.0,148920.0,140350.0,140500.0,144040.0,167580.0,"Serine peptidase, Clan SC, Family S09X"
3180,Tb927.8.1470,193650.0,227340.0,201320.0,232140.0,216440.0,228880.0,Present in the outer mitochondrial membrane proteome 38
3181,Tb927.10.11410,65715.0,73751.0,70160.0,89313.0,81653.0,80412.0,"hypothetical protein, conserved"
3182,Tb927.2.5210,111030.0,123890.0,114360.0,111550.0,113200.0,117560.0,beta-ketoacyl-ACP reductase
3183,Tb927.3.2690,95418.0,106290.0,101610.0,90259.0,87064.0,87067.0,"AGC/RSK family serine/threonine kinase, putative"
3184,Tb927.9.3860,136600.0,163320.0,151630.0,164120.0,161470.0,157840.0,"Dyggve-Melchior-Clausen syndrome protein, putative"
3185,Tb927.10.10840,196090.0,227470.0,204370.0,219750.0,212240.0,212970.0,Enriched in surface-labeled proteome protein 15
3186,Tb927.11.11590,476900.0,535770.0,489800.0,542850.0,521170.0,525190.0,Eukaryotic translation initiation factor 3 subunit E
3187,Tb927.11.16850,155290.0,174660.0,165980.0,163360.0,164860.0,165790.0,"Golgi transport complex subunit 5, putative"
3188,Tb927.2.4160,188550.0,213380.0,197360.0,224950.0,215480.0,212660.0,"hypothetical protein, conserved"
3189,Tb927.10.15210,128080.0,139770.0,128170.0,171490.0,173080.0,176600.0,nuclear cap binding complex subunit CBP30
3190,Tb927.2.5020,126460.0,148420.0,142350.0,150760.0,149910.0,153000.0,"acyl-CoA oxidase, putative"
3191,Tb927.10.11220,119480.0,129080.0,123700.0,150130.0,153000.0,162350.0,procyclic form surface phosphoprotein
3192,Tb927.11.2150,109870.0,126750.0,116370.0,117830.0,116560.0,118530.0,"hypothetical protein, conserved"
3193,Tb927.11.16970,218360.0,246140.0,219590.0,238920.0,236350.0,235390.0,"protein phosphatase 4, putative"
3194,Tb927.3.4690,50646.0,51290.0,52365.0,55215.0,60578.0,56794.0,"DTW domain containing protein, putative"
3195,Tb927.4.590,758570.0,889020.0,834390.0,894230.0,916820.0,897750.0,"PQQ-like domain/Protein of unknown function (DUF1620), putative"
3196,Tb927.9.2010,514160.0,586160.0,524510.0,625100.0,617180.0,629220.0,"kynureninase, putative"
3197,Tb927.4.2260,160790.0,185560.0,162190.0,168870.0,162780.0,162320.0,centrin-1
3198,Tb927.7.2700,355780.0,395370.0,373000.0,423090.0,414980.0,416170.0,"NADH-cytochrome b5 reductase, putative"
3199,Tb927.9.3360,91059.0,105670.0,94409.0,73395.0,70372.0,76724.0,"N-acetyltransferase, putative"
3200,Tb927.7.1190,365550.0,423620.0,398040.0,386470.0,371540.0,387870.0,"regulator of chromosome condensation, putative"
3201,Tb927.7.7140,203440.0,240100.0,209840.0,226910.0,216900.0,218610.0,"Vta1 like, putative"
3202,Tb927.9.4290,155020.0,152650.0,157880.0,217240.0,219620.0,217320.0,"hypothetical protein, conserved"
3203,Tb927.11.2030,174810.0,206060.0,191880.0,197770.0,193620.0,191320.0,"hypothetical protein, conserved"
3204,Tb927.3.4470,101380.0,117450.0,114080.0,123030.0,123190.0,121820.0,"hypothetical protein, conserved"
3205,Tb927.10.4520,114420.0,129930.0,122160.0,120160.0,114100.0,118150.0,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatas, putative"
3206,Tb927.11.13540,144060.0,174910.0,160630.0,170510.0,161450.0,169720.0,"hypothetical protein, conserved"
3207,Tb927.10.5280,276190.0,323090.0,310240.0,327570.0,333670.0,330850.0,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
3208,Tb927.7.7450,490000.0,553360.0,498240.0,563760.0,548150.0,564780.0,"GTP-binding protein, putative"
3209,Tb927.9.4940,74000.0,85921.0,78757.0,80952.0,79344.0,77474.0,"presenilin-like aspartic peptidase, putative"
3210,Tb927.7.2280,34010.0,37386.0,35012.0,34832.0,32299.0,31811.0,"hypothetical protein, conserved"
3211,Tb11.01.6250,101600.0,128730.0,105660.0,129640.0,129770.0,134930.0,"expression site-associated gene 11 (ESAG11) protein, putative"
3212,Tb927.3.5230,81755.0,91894.0,86030.0,95016.0,98012.0,98418.0,"DNA repair protein, putative"
3213,Tb927.10.3280,582560.0,657190.0,579770.0,598510.0,588840.0,605650.0,"60S ribosomal proteins L38, putative"
3214,Tb927.2.4710,976900.0,1081900.0,1038700.0,1201400.0,1205300.0,1194800.0,"RNA-binding protein, putative"
3215,Tb927.10.9370,61335.0,69905.0,61685.0,69715.0,68822.0,67765.0,"hypothetical protein, conserved"
3216,Tb927.10.1840,99822.0,115900.0,109820.0,110700.0,113070.0,112120.0,"hypothetical protein, conserved"
3217,Tb927.10.7750,98116.0,105420.0,102410.0,111730.0,114490.0,111210.0,"hypothetical protein, conserved"
3218,Tb927.9.8210,121410.0,121900.0,124680.0,136030.0,138350.0,134330.0,Peptide deformylase 2
3219,Tb927.6.4980,489650.0,541480.0,515400.0,627530.0,618320.0,626850.0,40S ribosomal protein S14
3220,Tb927.6.4370,978730.0,1123000.0,1007800.0,1295300.0,1267700.0,1254600.0,eukaryotic translation initiation factor 3 subunit d
3221,Tb927.6.5070,1331200.0,1494700.0,1402500.0,1351300.0,1356100.0,1363700.0,"hypothetical protein, conserved"
3222,Tb927.10.2960,19611.0,19798.0,20514.0,22009.0,21673.0,20646.0,"Translation factor GUF1, mitochondrial, putative"
3223,Tb927.7.7250,495930.0,568090.0,513400.0,604410.0,608770.0,604880.0,"Ankyrin repeats (3 copies), putative"
3224,Tb927.9.11230,637360.0,713920.0,659870.0,627900.0,611160.0,600610.0,"calmodulin-like protein, putative"
3225,Tb927.7.7070,328440.0,399450.0,360960.0,339130.0,340820.0,333700.0,"MYND finger, putative"
3226,Tb927.9.15270,72979.0,79513.0,80157.0,97417.0,98825.0,94900.0,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
3227,Tb927.2.3000,132670.0,146590.0,145630.0,147560.0,150610.0,151790.0,"hypothetical protein, conserved"
3228,Tb927.10.15810,72751.0,80161.0,78240.0,96011.0,92356.0,92753.0,"Fcf1, putative"
3229,Tb927.11.12650,73436.0,77548.0,72578.0,84132.0,83296.0,84040.0,"palmitoyl acyltransferase 5, putative"
3230,Tb927.4.1800,1929700.0,2215100.0,2016200.0,2194200.0,2185000.0,2190300.0,Mitochondrial ribosomal protein L3
3231,Tb927.3.4380,339140.0,400380.0,362530.0,380300.0,397610.0,390830.0,"sorting assembly machinery 50 kDa subunit, putative"
3232,Tb927.5.2250,432610.0,483470.0,461460.0,689340.0,690130.0,661380.0,"META domain/Domain of unknown function (DUF1935), putative"
3233,Tb927.11.4200,436660.0,499340.0,460090.0,521210.0,514980.0,522680.0,"mannose-specific lectin, putative"
3234,Tb927.7.6740,20209.0,26249.0,25229.0,30089.0,29493.0,26945.0,"ATPase family associated with various cellular activities (AAA), putative"
3235,Tb927.6.3160,326220.0,373100.0,333930.0,408080.0,398190.0,403330.0,"splicing factor 3a, putative"
3236,Tb927.11.9230,22577.0,26712.0,26549.0,28736.0,29067.0,28137.0,"hypothetical protein, conserved"
3237,Tb927.10.4180,549080.0,604820.0,568210.0,406950.0,418940.0,402820.0,"TFIIF-stimulated CTD phosphatase, putative"
3238,Tb927.10.5390,257340.0,286000.0,276000.0,300050.0,292500.0,283620.0,"hypothetical protein, conserved"
3239,Tb927.5.3650,138540.0,153580.0,146950.0,161910.0,159900.0,163270.0,"hypothetical protein, conserved"
3240,Tb927.11.10200,542870.0,595880.0,555640.0,582140.0,592410.0,568960.0,"hypothetical protein, conserved"
3241,Tb927.11.440,193340.0,231410.0,209790.0,234150.0,237750.0,241060.0,conserved protein
3242,Tb927.9.2560,121980.0,143950.0,145070.0,145240.0,146100.0,144380.0,"TLC domain containing protein, putative"
3243,Tb927.7.510,152690.0,174830.0,159820.0,169360.0,166140.0,164810.0,"hypothetical protein, conserved"
3244,Tb927.10.11610,348580.0,385970.0,371520.0,390330.0,405630.0,388280.0,SKP1-like protein
3245,Tb927.11.7780,274450.0,301570.0,284680.0,339900.0,337800.0,336730.0,Mitochondrial import receptor subunit ATOM46
3246,Tb927.11.1910,117390.0,131310.0,121640.0,129730.0,129450.0,128620.0,"cation transporter protein, putative"
3247,Tb927.7.4780,16481.0,20845.0,18212.0,23977.0,22272.0,23067.0,"conserved hypothetical protein, putative"
